Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
8440,7.12,0.37,0.81,3.41,2.41,0.22,1.58,442.12,419.22,8,6,6,2.38,20,Superheated,37.9,-1,152,17,2,8.35,5.8,2,0.53929687
8441,7.18,0.36,0.78,3.38,2.41,0.21,1.6,441.1,419.88,8,6,6,2.4,20,Superheated,37.9,-1,152,18,2,8.35,5.8,4.8,0.4128271
8442,7.3,0.37,0.81,3.4,2.4,0.21,1.58,441.44,419.92,8,6,6,2.4,20,Superheated,37.9,-1,152,19,3,9.6,-0.05,-0.8,0.58280456
8443,7.3,0.37,0.82,3.41,2.39,0.19,1.59,441.97,419.37,8,6,6,2.41,20,Superheated,37.9,-1,152,20,3,9.6,-0.05,2,0.54888326
8444,7.34,0.37,0.81,3.41,2.38,0.19,1.6,441.12,419.3,8,6,6,2.4,20,Superheated,37.9,-1,152,21,3,9.6,-0.05,4.8,0.44549009
8445,7.34,0.36,0.78,3.4,2.41,0.18,1.62,441.62,419.67,8,6,6,2.39,20,Superheated,37.9,-1,152,22,4,9.6,0.2,5.1,0.245248
8446,7.28,0.36,0.81,3.41,2.39,0.22,1.6,442.17,419.49,8,6,6,2.39,20,Superheated,37.9,-1,152,23,4,9.6,3,5.1,0.13905334
8447,7.3,0.36,0.79,3.4,2.38,0.18,1.59,441.93,419.66,8,6,6,2.38,20,Superheated,37.9,-1,152,24,4,9.6,5.8,5.1,0.13318609
8448,7.31,0.37,0.82,3.4,2.38,0.19,1.62,441.51,419.52,8,6,6,2.38,20,Superheated,37.9,-1,152,25,5,9.6,6.05,-0.8,0.14119059
8449,7.2,0.37,0.79,3.41,2.39,0.18,1.58,442.5,419.75,8,6,6,2.39,20,Superheated,37.9,-1,152,26,5,9.6,6.05,2,0.13620874
8450,7.13,0.37,0.81,3.4,2.39,0.19,1.6,441.39,420,8,6,6,2.39,20,Superheated,37.9,-1,152,27,5,9.6,6.05,4.8,0.13565493
8451,35.38,0.39,1.99,2.42,0.81,1.6,0.4,421.85,300.2,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,1,1,19.85,-1.1,-1.6,0.081401028
8452,35.27,0.39,2,2.39,0.8,1.61,0.4,421.39,300.52,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,2,1,19.85,-1.1,0.2,0.081544667
8453,35.45,0.39,2,2.39,0.81,1.6,0.42,421.61,300.68,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,3,1,19.85,-1.1,2,0.11222936
8454,35.37,0.39,2.02,2.39,0.79,1.6,0.41,421.25,300.39,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,4,1,19.85,3.2,-1.6,0.072215632
8455,35.16,0.39,2.01,2.38,0.78,1.58,0.4,421.96,300.64,16,9,4,2.82,11,Subcooled,42.5,-42,96.7,5,1,19.85,3.2,0.2,0.053391058
8456,35.25,0.39,2,2.4,0.8,1.6,0.4,422.55,300.61,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,6,1,19.85,3.2,2,0.044010282
8457,35.33,0.39,1.98,2.4,0.8,1.62,0.41,422.59,300.52,16,9,4,2.78,11,Subcooled,42.5,-42,96.7,7,1,19.85,7.5,-1.6,0.053882293
8458,35.38,0.38,2.01,2.41,0.82,1.58,0.4,421.49,301.34,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,8,1,19.85,7.5,0.2,0.047875721
8459,35.39,0.39,2.02,2.4,0.79,1.6,0.4,422.4,301.06,16,9,4,2.82,11,Subcooled,42.5,-42,96.7,9,1,19.85,7.5,2,0.057027794
8460,35.32,0.39,2,2.41,0.8,1.62,0.38,421.97,300.06,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,10,2,16.95,-1.1,-1.6,0.40704894
8461,35.2,0.39,1.98,2.42,0.79,1.6,0.42,422.92,300.14,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,11,2,16.95,-1.1,0.2,0.40636957
8462,35.47,0.39,2.02,2.41,0.82,1.61,0.41,422.23,300.8,16,9,4,2.81,11,Subcooled,42.5,-42,96.7,12,2,16.95,-1.1,2,0.37890232
8463,35.24,0.39,2,2.4,0.78,1.61,0.38,423.31,300.59,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,13,2,16.95,3.2,-1.6,0.26088572
8464,35.31,0.39,1.98,2.41,0.82,1.59,0.42,421.74,301.32,16,9,4,2.81,11,Subcooled,42.5,-42,96.7,14,2,16.95,3.2,0.2,0.25918898
8465,35.31,0.39,2.01,2.4,0.79,1.61,0.4,421.99,300.65,16,9,4,2.81,11,Subcooled,42.5,-42,96.7,15,2,16.95,3.2,2,0.22730769
8466,35.07,0.39,2.02,2.4,0.81,1.62,0.38,421.35,300.63,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,16,2,16.95,7.5,-1.6,0.2322931
8467,35.37,0.39,2.01,2.39,0.79,1.59,0.41,423.1,300.37,16,9,4,2.78,11,Subcooled,42.5,-42,96.7,17,2,16.95,7.5,0.2,0.2319624
8468,35.19,0.39,1.98,2.4,0.82,1.59,0.41,422.52,300.78,16,9,4,2.82,11,Subcooled,42.5,-42,96.7,18,2,16.95,7.5,2,0.20979661
8469,35.46,0.38,1.98,2.41,0.78,1.59,0.41,422.04,301.43,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,19,3,18.4,-1.35,-1.6,0.2369654
8470,35.06,0.39,1.99,2.42,0.78,1.6,0.41,421.95,300.69,16,9,4,2.78,11,Subcooled,42.5,-42,96.7,20,3,18.4,-1.35,0.2,0.23687066
8471,35.27,0.39,1.98,2.4,0.82,1.6,0.4,422.13,300.54,16,9,4,2.8,11,Subcooled,42.5,-42,96.7,21,3,18.4,-1.35,2,0.21614322
8472,35.37,0.39,1.99,2.41,0.82,1.61,0.4,422.73,300.87,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,22,4,18.4,-1.1,2.3,0.18929896
8473,35.22,0.39,2.02,2.4,0.78,1.58,0.41,423.42,300.69,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,23,4,18.4,3.2,2.3,0.10516401
8474,35.35,0.39,1.99,2.39,0.8,1.61,0.41,421.76,300.49,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,24,4,18.4,7.5,2.3,0.096105061
8475,35.32,0.39,2,2.41,0.79,1.6,0.38,422.31,300.9,16,9,4,2.82,11,Subcoled,42.5,-42,96.7,25,5,18.4,7.75,-1.6,0.084335722
8476,35.26,0.39,1.99,2.42,0.8,1.59,0.4,421.79,300.87,16,9,4,2.79,11,Subcooled,42.5,-42,96.7,26,5,18.4,7.75,0.2,0.084382273
8477,35.32,0.38,2,2.39,0.81,1.6,0.42,421.93,301.19,16,9,4,2.81,11,Subcooled,42.5,-42,96.7,27,5,18.4,7.75,2,0.095789872
8478,32.84,0.57,2.39,5.01,1.81,0.21,0.79,,323.66,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,1,1,14.05,-2.7,-0.4,0.14063643
8479,32.92,0.57,2.4,5.01,1.78,0.19,0.8,386.41,323.6,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,2,1,14.05,-2.7,1.9,0.14415459
8480,32.84,0.57,2.38,4.99,1.82,0.22,0.79,386.52,323.29,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,3,1,14.05,-2.7,4.2,0.23018807
8481,33.12,0.57,2.4,5,1.81,0.21,0.8,387.51,323.85,10,7,5,2.82,3,Subcooled,42.5,-42,96.7,4,1,14.05,0.6,-0.4,0.2203365
8482,33.11,0.57,2.38,4.98,1.79,0.19,0.8,387.06,322.95,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,5,1,14.05,0.6,1.9,0.20527408
8483,32.8,0.57,2.4,4.99,1.81,0.2,0.8,386.21,323.63,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,6,1,14.05,0.6,4.2,0.11506823
8484,33,0.57,2.4,5,1.78,0.21,0.78,385.56,323.69,10,7,5,2.78,3,Subcooled,42.5,-42,96.7,7,1,14.05,3.9,-0.4,0.082128391
8485,33,0.57,2.4,4.98,1.78,0.21,0.82,386.25,324.01,10,7,5,2.82,3,Subcooled,42.5,-42,96.7,8,1,14.05,3.9,1.9,0.083802842
8486,33.04,0.57,2.4,5,1.82,0.19,0.8,386.2,324.19,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,9,1,14.05,3.9,4.2,0.17443666
8487,33.02,0.57,2.42,4.98,1.8,0.22,0.81,385.7,323.47,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,10,2,11.15,-2.7,-0.4,1.0220754
8488,33.04,0.57,2.41,5,1.78,0.18,0.78,388.12,323.9,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,11,2,11.15,-2.7,1.9,1.0165474
8489,33.2,0.57,2.41,4.99,1.78,0.22,0.82,386.69,324.12,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,12,2,11.15,-2.7,4.2,0.97876197
8490,33.11,0.57,2.39,5,1.81,0.18,0.78,386.73,323.94,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,13,2,11.15,0.6,-0.4,1.1744733
8491,33.03,0.57,2.4,4.98,1.78,0.21,0.78,387.1,324,10,7,5,2.82,3,Subcooled,42.5,-42,96.7,14,2,11.15,0.6,1.9,1.1545484
8492,32.9,0.57,2.39,4.99,1.8,0.19,0.81,386.72,323.88,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,15,2,11.15,0.6,4.2,1.0859058
8493,32.94,0.57,2.41,4.99,1.8,0.2,0.81,386.24,323.84,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,16,2,11.15,3.9,-0.4,0.94423735
8494,32.78,0.57,2.38,5.01,1.81,0.21,0.82,387.92,323.94,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,17,2,11.15,3.9,1.9,0.95192498
8495,32.97,0.57,2.41,5.01,1.78,0.2,0.81,387.49,323.58,10,7,5,2.78,3,Subcooled,42.5,-42,96.7,18,2,11.15,3.9,4.2,0.93950164
8496,33.14,0.57,2.39,4.98,1.79,0.2,0.81,387.89,323.33,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,19,3,12.6,-2.95,-0.4,0.52181339
8497,33.09,0.57,2.38,5,1.79,0.21,0.8,386.28,323.54,10,7,5,2.82,3,Subcooled,42.5,-42,96.7,20,3,12.6,-2.95,1.9,0.53197205
8498,32.74,0.57,2.39,5,1.8,0.19,0.81,386.44,322.96,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,21,3,12.6,-2.95,4.2,0.4912307
8499,33.14,0.57,2.39,5.01,1.81,0.18,0.81,386.77,323.17,10,7,5,2.79,3,Subcooled,42.5,-42,96.7,22,4,12.6,-2.7,4.5,0.33784387
8500,33.04,0.57,2.42,4.99,1.81,0.18,0.79,387.74,323.91,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,23,4,12.6,0.6,4.5,0.29974437
8501,33.07,0.57,2.41,5,1.78,0.19,0.81,386.24,323.94,10,7,5,2.78,3,Subcooled,42.5,-42,96.7,24,4,12.6,3.9,4.5,0.32014626
8502,32.94,0.57,2.39,4.98,1.79,0.19,0.8,387.36,324.31,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,25,5,12.6,4.15,-0.4,0.27291238
8503,32.87,0.58,2.39,5.02,1.81,0.19,0.81,387.03,323.2,10,7,5,2.81,3,Subcooled,42.5,-42,96.7,26,5,12.6,4.15,1.9,0.27681485
8504,33.29,0.57,2.4,4.99,1.79,0.19,0.78,387.38,323.85,10,7,5,2.8,3,Subcooled,42.5,-42,96.7,27,5,12.6,4.15,4.2,0.30832475
8505,19.58,0.57,1,4.4,1.2,0.82,0.59,463.3,289.09,9,10,8,2.4,1,Subcooled,37.9,-1,152,1,1,11.95,-4.6,-0.9,0.094346181
8506,19.62,0.57,0.99,4.4,1.21,0.79,0.61,465.65,289.18,9,10,8,2.42,1,Subcooled,37.9,-1,152,2,1,11.95,-4.6,2.9,0.09569326
8507,19.59,0.57,0.99,4.4,1.19,0.8,0.58,462.36,289.14,9,10,8,2.38,1,Subcooled,37.9,-1,152,3,1,11.95,-4.6,6.7,0.11396523
8508,19.55,0.57,1.01,4.39,1.21,0.81,0.58,462.64,289.5,9,10,8,2.39,1,Subcooled,37.9,-1,152,4,1,11.95,0.2,-0.9,0.057487212
8509,19.57,0.57,1,4.4,1.2,0.79,0.6,461.53,289.11,9,10,8,2.39,1,Subcooled,37.9,-1,152,5,1,11.95,0.2,2.9,0.069535337
8510,19.64,0.57,0.99,4.39,1.18,0.82,0.59,463.17,289.89,9,10,8,2.4,1,Subcooled,37.9,-1,152,6,1,11.95,0.2,6.7,0.041845534
8511,19.34,0.57,1,4.38,1.22,0.78,0.62,462.67,289.33,9,10,8,2.39,1,Subcooled,37.9,-1,152,7,1,11.95,5,-0.9,0.04959283
8512,19.74,0.56,0.99,4.39,1.2,0.8,0.6,464.16,288.97,9,10,8,2.4,1,Subcooled,37.9,-1,152,8,1,11.95,5,2.9,0.047926374
8513,19.63,0.57,1.01,4.39,1.22,0.81,0.58,463.24,289.34,9,10,8,2.41,1,Subcooled,37.9,-1,152,9,1,11.95,5,6.7,0.071671471
8514,19.56,0.57,0.99,4.4,1.2,0.81,0.59,463.21,289.79,9,10,8,2.38,1,Subcooled,37.9,-1,152,10,2,9.45,-4.6,-0.9,0.53225482
8515,19.48,0.57,0.98,4.42,1.21,0.78,0.61,464.17,289.4,9,10,8,2.41,1,Subcooled,37.9,-1,152,11,2,9.45,-4.6,2.9,0.50477397
8516,19.78,0.57,1,4.41,1.21,0.79,0.6,462.98,289.85,9,10,8,2.41,1,Subcooled,37.9,-1,152,12,2,9.45,-4.6,6.7,0.29588488
8517,19.53,0.57,0.99,4.38,1.21,0.8,0.6,462.44,289.98,9,10,8,2.4,1,Subcooled,37.9,-1,152,13,2,9.45,0.2,-0.9,0.73270601
8518,19.9,0.57,1.02,4.41,1.22,0.78,0.6,463.03,289.83,9,10,8,2.42,1,Subcooled,37.9,-1,152,14,2,9.45,0.2,2.9,0.66225594
8519,19.71,0.57,1.01,4.39,1.19,0.79,0.61,463.43,288.68,9,10,8,2.39,1,Subcooled,37.9,-1,152,15,2,9.45,0.2,6.7,0.3825306
8520,19.46,0.57,0.99,4.42,1.19,0.81,0.62,464.46,290.05,9,10,8,2.42,1,Subcooled,37.9,,152,16,2,9.45,5,-0.9,0.51039618
8521,19.57,0.57,1.01,4.39,1.2,0.82,0.6,462.16,289.04,9,10,8,2.41,1,Subcooled,37.9,-1,152,17,2,9.45,5,2.9,0.48587525
8522,19.88,0.57,0.99,4.38,1.2,0.79,0.6,463.02,289.38,9,10,8,2.4,1,Subcooled,37.9,-1,152,18,2,9.45,5,6.7,0.28656447
8523,19.64,0.57,0.99,4.39,1.22,0.78,0.59,462.9,289.7,9,10,8,2.41,1,Subcooled,37.9,-1,152,19,3,10.7,-4.85,-0.9,0.23626198
8524,19.59,0.56,1.01,4.41,1.19,0.78,0.59,463.85,289.13,9,10,8,2.4,1,Subcooled,37.9,-1,152,20,3,10.7,-4.85,2.9,0.23591721
8525,19.63,0.57,0.99,4.4,1.2,0.82,0.62,464.48,289.25,9,10,8,2.38,1,Subcooled,37.9,-1,152,21,3,10.7,-4.85,6.7,0.18668838
8526,19.54,0.57,0.99,4.38,1.19,0.81,0.6,464.23,289.53,9,10,8,2.4,1,Subcool,37.9,-1,152,22,4,10.7,-4.6,7,0.11291067
8527,19.52,0.56,1.02,4.41,1.2,0.81,0.59,463.76,289.78,9,10,8,2.41,1,Subcooled,37.9,-1,152,23,4,10.7,0.2,7,0.10513105
8528,19.49,0.57,1.01,4.4,1.2,0.81,0.6,464.94,289.22,9,10,8,2.41,1,Subcooled,37.9,-1,152,24,4,10.7,5,7,0.1094924
8529,19.51,0.56,0.99,4.39,1.19,0.81,0.58,463.2,289.08,9,10,8,2.39,1,Subcooled,37.9,-1,152,25,5,10.7,5.25,-0.9,0.14661093
8530,19.73,0.57,1,4.41,1.21,0.79,0.59,464.13,290.17,9,10,8,2.38,1,Subcooled,37.9,-1,152,26,5,10.7,5.25,2.9,0.14340952
8531,19.67,0.57,1,4.42,1.2,0.82,0.58,463.4,289.05,9,10,8,2.4,1,Subcooled,37.9,-1,152,27,5,10.7,5.25,6.7,0.11478072
8532,5.32,0.45,2.79,5,2.6,0.41,1.59,282.98,302.1,8,3,6,2.81,1,Superheated,42.5,-42,96.7,1,1,12.25,-1.1,-1,0.16303241
8533,5.28,0.45,2.79,5,2.59,0.42,1.6,283.62,301.74,8,3,6,2.8,1,Superheated,42.5,-42,96.7,2,1,12.25,-1.1,1.8,0.15755102
8534,5.44,0.45,2.8,5.01,2.61,0.41,1.6,283.63,302.23,8,3,6,2.79,1,Superheated,42.5,-42,96.7,3,1,12.25,-1.1,4.6,0.17252815
8535,5.44,0.45,2.81,5.01,2.62,0.38,1.61,283.25,302.41,8,3,6,2.79,1,Superheated,42.5,-42,96.7,4,1,12.25,0.2,-1,0.12758264
8536,5.41,0.44,2.79,5,2.6,0.41,1.6,283.68,302.09,8,3,6,2.79,1,Superheated,42.5,-42,96.7,5,1,12.25,0.2,1.8,0.13986774
8537,5.31,0.45,2.79,5.01,2.6,0.41,1.61,283.01,302.8,8,3,6,2.79,1,Superheated,42.5,-42,96.7,6,1,12.25,0.2,4.6,0.16252488
8538,5.3,0.45,2.8,5,2.58,0.39,1.62,283.22,301.52,8,3,6,2.78,1,Superheated,42.5,-42,96.7,7,1,12.25,1.5,-1,0.092495091
8539,5.46,0.44,2.78,4.98,2.62,0.41,1.62,284.34,302.57,8,3,6,2.79,1,Superheated,42.5,-42,96.7,8,1,12.25,1.5,1.8,0.092285372
8540,5.66,0.44,2.79,4.98,2.59,0.39,1.59,283.08,302.15,8,3,6,2.8,1,Superheated,42.5,-42,96.7,9,1,12.25,1.5,4.6,0.11750689
8541,5.42,0.44,2.81,4.99,2.62,0.38,1.62,282.82,302.15,8,3,6,2.79,1,Superheated,42.5,-42,96.7,10,2,9.35,-1.1,-1,1.0288
8542,5.36,0.45,2.81,4.98,2.6,0.39,1.61,283.59,301.8,8,3,6,2.82,1,Superheated,42.5,-42,96.7,11,2,9.35,-1.1,1.8,0.90693897
8543,5.43,0.44,2.81,5,2.61,0.38,1.62,283.73,301.28,8,3,6,2.78,1,Superheated,42.5,-42,96.7,12,2,9.35,-1.1,4.6,0.59558111
8544,5.28,0.44,2.78,5,2.59,0.39,1.61,282.42,302.31,8,3,6,2.78,1,Superheated,42.5,-42,96.7,13,2,9.35,0.2,-1,1.1433327
8545,5.37,0.44,2.8,5.02,2.59,0.39,1.58,282.81,301.63,8,3,6,2.81,1,Superheated,42.5,-42,96.7,14,2,9.35,0.2,1.8,1.0084761
8546,5.41,0.45,2.82,5.01,2.58,0.39,1.58,282.37,302.32,8,3,6,2.82,1,Superheated,42.5,-42,96.7,15,2,9.35,0.2,4.6,0.66995865
8547,5.39,0.44,2.81,5.01,2.61,0.41,1.61,282.4,302.61,8,3,6,2.81,1,Superheated,42.5,-42,96.7,16,2,9.35,1.5,-1,1.007921
8548,5.53,0.44,2.79,4.98,2.58,0.41,1.62,282.94,302.07,8,3,6,2.81,1,Superheated,42.5,-42,96.7,17,2,9.35,1.5,1.8,0.89306033
8549,5.41,0.44,2.79,5.01,2.58,0.41,1.6,283.11,302.53,8,3,6,2.81,1,Superheated,42.5,-42,96.7,18,2,9.35,1.5,4.6,0.58971125
8550,5.37,0.45,2.81,4.99,2.61,0.39,1.62,283.23,302.2,8,3,6,2.81,1,Superheated,42.5,-42,96.7,19,3,10.8,-1.35,-1,0.35963613
8551,5.42,0.45,2.79,5.01,2.58,0.39,1.6,284.18,302.17,8,3,6,2.78,1,Superheated,42.5,-42,96.7,20,3,10.8,-1.35,1.8,0.33998242
8552,5.41,0.44,2.81,5,2.61,0.39,1.58,281.13,301.88,8,3,6,2.79,1,Superheated,42.5,-42,96.7,21,3,10.8,-1.35,4.6,0.26799753
8553,5.41,0.44,2.79,4.99,2.61,0.38,1.62,282.24,302.3,8,3,6,2.79,1,Superheated,42.5,-42,96.7,22,4,10.8,-1.1,4.9,0.22576427
8554,5.15,0.45,2.81,4.99,2.61,0.4,1.59,284.43,302.25,8,3,6,2.82,1,Superheated,42.5,-42,96.7,23,4,10.8,0.2,4.9,0.18831164
8555,5.28,0.44,2.8,5.01,2.61,0.41,1.6,282.93,301.5,8,3,6,2.82,1,Superheated,42.5,-42,96.7,24,4,10.8,1.5,4.9,0.22634941
8556,5.2,0.44,2.78,5.01,2.6,0.4,1.61,284.01,301.54,8,3,6,2.8,1,Superheated,42.5,-42,96.7,25,5,10.8,1.75,-1,0.32998812
8557,5.4,0.45,2.79,5.02,2.59,0.39,1.61,282.13,301.9,8,3,6,2.82,1,Superheated,42.5,-42,96.7,26,5,10.8,1.75,1.8,0.31352705
8558,5.36,0.44,2.79,4.98,2.61,0.41,1.62,282.57,302.29,8,3,6,2.79,1,Superheated,42.5,-42,96.7,27,5,10.8,1.75,4.6,0.2532163
8559,35.91,0.5,1.82,8,1.38,1.61,0.6,374.11,303.75,14,18,4,1.01,22,Subcooled,37.9,-1,152,1,1,15.95,-3.2,-1.7,0.16942719
8560,35.59,0.5,1.82,7.98,1.4,1.6,0.62,,303.37,14,18,4,1.01,22,Subcooled,37.9,-1,152,2,1,15.95,-3.2,0,0.17092387
8561,35.55,0.5,1.8,7.99,1.4,1.6,0.61,373.11,303.4,14,18,4,1,22,Subcooled,37.9,-1,152,3,1,15.95,-3.2,1.9,0.28620884
8562,35.63,0.5,1.78,8,1.39,1.59,0.62,372.73,303.69,14,18,4,1.02,22,subcooled,37.9,-1,152,4,1,15.95,5.6,-1.7,0.12309808
8563,35.8,0.5,1.78,8.01,1.38,1.61,0.58,373.19,303.55,14,18,4,0.99,22,Subcooled,37.9,-1,152,5,1,15.95,5.6,0,0.10279275
8564,35.75,0.5,1.79,7.99,1.38,1.58,0.61,373.71,303.19,14,18,4,0.99,22,Subcooled,37.9,-1,152,6,1,15.95,5.6,1.9,0.10277855
8565,35.78,0.5,1.82,8.01,1.39,1.61,0.59,372.98,303.63,14,18,4,1,22,Subcooled,37.9,-1,152,7,1,15.95,14.4,-1.7,0.065223075
8566,35.85,0.5,1.79,7.99,1.39,1.6,0.59,373.41,303.32,14,18,4,0.99,22,Subcooled,37.9,-1,152,8,1,15.95,14.4,0,0.073576257
8567,35.71,0.5,1.81,7.98,1.4,1.61,0.59,372.08,303.26,14,18,4,1,22,Subcooled,37.9,-1,152,9,1,15.95,14.4,1.9,0.093555212
8568,35.72,0.51,1.8,8,1.38,1.61,0.58,373.41,303.42,14,18,4,1,22,Subcooled,37.9,-1,152,10,2,14.85,-3.2,-1.7,1.2638855
8569,35.83,0.5,1.79,8,1.4,1.59,0.62,373.32,302.95,14,18,4,0.98,22,Subcooled,37.9,-1,152,11,2,14.85,-3.2,0,1.267411
8570,35.72,0.5,1.8,8.01,1.4,1.61,0.6,373.24,303.88,14,18,4,1,22,Subcooled,37.9,-1,152,12,2,14.85,-3.2,1.9,1.2127912
8571,35.89,0.5,1.8,7.99,1.41,1.61,0.6,372.45,303.76,14,18,4,1,22,Subcooled,37.9,-1,152,13,2,14.85,5.6,-1.7,0.76303327
8572,35.72,0.5,1.81,7.99,1.4,1.58,0.59,372.96,302.75,14,18,4,0.99,22,Subcooled,37.9,-1,152,14,2,14.85,5.6,0,0.76667374
8573,35.81,0.5,1.8,7.98,1.42,1.6,0.6,372.32,302.84,14,18,4,0.99,22,Subcooled,37.9,-1,152,15,2,14.85,5.6,1.9,0.72361904
8574,35.89,0.5,1.82,8.01,1.42,1.59,0.59,373,303.53,14,18,4,1.02,22,Subcooled,37.9,-1,152,16,2,14.85,14.4,-1.7,0.38398749
8575,35.64,0.5,1.82,8.01,1.38,1.59,0.62,373.28,303.6,14,18,4,1.02,22,Subcooled,37.9,-1,152,17,2,14.85,14.4,0,0.38587886
8576,35.91,0.49,1.78,8.01,1.41,1.61,0.59,373.93,303.06,14,18,4,1.01,22,Subcooled,37.9,-1,152,18,2,14.85,14.4,1.9,0.35471746
8577,35.73,0.5,1.82,7.99,1.4,1.6,0.6,372.81,303.27,14,18,4,1.01,22,Subcooled,37.9,-1,152,19,3,15.4,-3.45,-1.7,0.65365303
8578,35.56,0.5,1.8,7.99,1.38,1.62,0.6,372.61,303.89,14,18,4,1.01,22,Subcooled,37.9,-1,152,20,3,15.4,-3.45,0,0.65737635
8579,35.84,0.5,1.78,7.99,1.4,1.62,0.61,373.09,303.13,14,18,4,0.98,22,Subcooled,37.9,-1,152,21,3,15.4,-3.45,1.9,0.65106243
8580,35.94,0.5,1.78,8,1.41,1.62,0.61,374.99,303.64,14,18,4,1.02,22,Subcooled,37.9,-1,152,22,4,15.4,-3.2,2.2,0.5657503
8581,35.61,0.5,1.78,7.99,1.41,1.61,0.59,372.54,303.48,14,18,4,0.99,22,Subcooled,37.9,-1,152,23,4,15.4,5.6,2.2,0.32775515
8582,35.67,0.5,1.81,8,1.4,1.6,0.59,372.06,303.52,14,18,4,1.01,22,Subcooled,37.9,-1,152,24,4,15.4,14.4,2.2,0.18743539
8583,35.66,0.5,1.8,8.02,1.39,1.62,0.59,373.73,303.69,14,18,4,0.99,22,Subcooled,37.9,-1,152,25,5,15.4,14.65,-1.7,0.13786912
8584,35.7,0.5,1.79,7.99,1.39,1.59,0.58,372.94,304.01,14,18,4,0.99,22,Subcooled,37.9,-1,152,26,5,15.4,14.65,0,0.13841377
8585,35.92,0.5,1.81,8.01,1.4,1.6,0.59,372.2,303.64,14,18,4,0.99,22,Subcooled,37.9,-1,152,27,5,15.4,14.65,1.9,0.16173309
8586,15.94,0.59,2.2,6.21,1.19,0.6,0.41,407.71,310.79,15,9,14,1.39,14,Subcooled,42.5,-42,96.7,1,1,17.55,-0.5,-0.6,0.090469621
8587,15.92,0.59,2.19,6.22,1.21,0.6,0.41,407.34,310.59,15,9,14,1.41,14,Subcooled,42.5,-42,96.7,2,1,17.55,-0.5,6.2,0.095403045
8588,16.02,0.59,2.2,6.22,1.18,0.62,0.4,407.1,311.06,15,9,14,1.39,14,Subcooled,42.5,-42,96.7,3,1,17.55,-0.5,13,0.096060723
8589,15.75,0.59,2.2,6.2,1.21,0.62,0.41,407.48,310.19,15,9,14,1.39,14,Subcooled,42.5,-42,96.7,4,1,17.55,3.8,-0.6,0.039024867
8590,15.89,0.58,2.21,6.2,1.21,0.59,0.4,407.26,310.8,15,9,14,1.41,14,Subcooled,42.5,-42,96.7,5,1,17.55,3.8,6.2,0.039911851
8591,16.12,0.59,2.22,6.2,1.2,0.59,0.38,406.07,311.11,15,9,14,1.39,14,Subcooled,42.5,-42,96.7,6,1,17.55,3.8,13,0.044567876
8592,16.14,0.59,2.19,6.19,1.19,0.6,0.4,405.63,309.67,15,9,14,1.42,14,Subcooled,42.5,-42,96.7,7,1,17.55,8.1,-0.6,0.032069068
8593,15.89,0.58,2.19,6.22,1.18,0.6,0.39,406.79,310.81,15,9,14,1.42,14,Subcooled,42.5,-42,96.7,8,1,17.55,8.1,6.2,0.034286708
8594,15.87,0.58,2.2,6.2,1.2,0.6,0.42,406.21,310.47,15,9,14,1.41,14,Subcooled,42.5,-42,96.7,9,1,17.55,8.1,13,0.057202455
